"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2048632";"";"0";"452.88";"0";"4.88";"3g";"O=[N+]([O-])c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2-c2ccccc2S(=O)(=O)N3)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2051687";"Inhibition of norA overexpressed in Staphylococcus aureus SA1199B coexpressing A116E GrlA mutation assessed as potentiation of ciprofloxacin MIC by checkerboard assay";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL248779";"";"0";"350.42";"0";"3.56";"2";"COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccccc23)cc1OC";"Inhibition";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2385689";"";"0";"405.54";"0";"4.32";"3r";"CCCOc1ccc(-c2cc(OCCN3CCN(C)CC3)c3ccccc3n2)cc1";"Inhibition";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2158993";"";"0";"385.46";"0";"3.55";"20";"COc1ccc(C(=O)/C=C/c2cccc(OCCN(C)C)c2)c(OC)c1OC";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL2162198";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1651180";"";"0";"378.52";"1";"5.41";"28f";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1817275";"Inhibition of wild-type norA expressing Staphylococcus aureus 1199 assessed as reduction in ciprofloxacin MIC";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1542151";"";"0";"349.75";"0";"3.62";"53";"O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)S1";"Inhibition";"'='";"15.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2048633";"";"0";"500.99";"1";"4.35";"3i";"CS(=O)(=O)Nc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2-c2ccccc2S(=O)(=O)N3)cc1";"Inhibition";"'='";"19.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2051680";"Inhibition of norA-mediated EtBr efflux in Staphylococcus aureus SA1199B overexpressing norA and expressing A116E GrlA mutation at 50 uM by fluorometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL490";"PAROXETINE";"4";"329.37";"0";"3.33";"paroxetine";"Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1";"Inhibition";"'='";"89.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2051680";"Inhibition of norA-mediated EtBr efflux in Staphylococcus aureus SA1199B overexpressing norA and expressing A116E GrlA mutation at 50 uM by fluorometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1817275";"Inhibition of wild-type norA expressing Staphylococcus aureus 1199 assessed as reduction in ciprofloxacin MIC";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2158999";"";"0";"338.45";"0";"3.59";"10";"CN(C)CCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1";"Inhibition";"'='";"97.4";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162042";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 10 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL422481";"";"0";"284.31";"0";"3.31";"6";"COc1ccc(OC)c(/C=C/C(=O)c2ccc(O)cc2)c1";"Inhibition";"'='";"56.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162041";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 5 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL422481";"";"0";"284.31";"0";"3.31";"6";"COc1ccc(OC)c(/C=C/C(=O)c2ccc(O)cc2)c1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL4563966";"";"0";"345.83";"0";"3.30";"6";"COC(=O)[C@@H]1CCCN1C(=O)/C=C/C1=C(Cl)c2ccccc2CC1";"Inhibition";"'='";"80.33";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4311538";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4308903";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL2385690";"";"0";"481.64";"1";"5.89";"3s";"CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2390107";"Inhibition of NorA in Staphylococcus aureus ATCC 25923 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL1651169";"";"0";"362.47";"0";"4.07";"22j";"Cn1c(-c2ccc(OCCN3CCCCC3)cc2)cc(=O)c2ccccc21";"Inhibition";"'='";"19.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL4169284";"";"0";"450.58";"1";"5.57";"8b";"CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3cc(OC)cc(OC)c3n2)cc1";"Inhibition";"'='";"93.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2385669";"";"0";"349.47";"1";"6.12";"3a";"CCCOc1ccc(-c2cc(OCCC(C)C)c3ccccc3n2)cc1";"Inhibition";"'='";"33.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2385677";"";"0";"400.95";"1";"5.02";"3e";"CCCOc1ccc(-c2cc(OCC(C)N(C)C)c3ccccc3n2)cc1.Cl";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2390106";"Inhibition of wild type NorA in Staphylococcus aureus 1199 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2385667";"";"0";"448.56";"0";"4.91";"3x";"CCCOc1ccc(-c2cc(OCCN3CCC4(CC3)OCCO4)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2390107";"Inhibition of NorA in Staphylococcus aureus ATCC 25923 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL3775105";"";"0";"434.58";"1";"5.43";"6f";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCC3)cc12";"Inhibition";"'='";"98.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3879153";"Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3877305";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3929187";"";"0";"646.75";"3";"6.51";"13";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCNCc3ccc(Oc4nnnn4-c4ccccc4)c(OC)c3)cc12";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3879153";"Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3877305";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2159001";"";"0";"320.39";"0";"3.39";"17";"CN(C)CCOc1ccc(C(=O)/C=C/c2ccc(C#N)cc2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1651186";"";"0";"468.58";"0";"3.70";"103";"CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/OC)CCS4)c(N)cc2c1=O";"Inhibition";"'='";"74.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL145666";"";"0";"314.34";"0";"3.31";"16";"COc1cc(OC)c(/C=C/C(=O)c2ccc(O)cc2)c(OC)c1";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL2162198";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL2158999";"";"0";"338.45";"0";"3.59";"10";"CN(C)CCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL2162198";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL145203";"";"0";"341.41";"0";"3.67";"12";"COc1ccc(C(=O)/C=C/c2cccc(N(C)C)c2)c(OC)c1OC";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2162181";"Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1651163";"";"0";"390.53";"0";"4.94";"25f";"CCCOc1ccc(-c2cc(=O)c3ccccc3n2CCN2CCCCC2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1817275";"Inhibition of wild-type norA expressing Staphylococcus aureus 1199 assessed as reduction in ciprofloxacin MIC";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL276760";"";"0";"251.29";"0";"2.91";"9";"Cn1c(-c2ccc(O)cc2)cc(=O)c2ccccc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL4161736";"";"0";"420.55";"1";"5.56";"4b";"CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3ccc(OC)cc3n2)cc1";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2158995";"";"0";"284.31";"0";"3.31";"3";"COc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1OC";"Inhibition";"'='";"38.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2162041";"Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 5 ug/ml by spectrofluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2157969";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1272";"REPAGLINIDE";"4";"452.60";"1";"5.22";"repaglinide";"CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O";"Inhibition";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2049765";"Inhibition of norA-mediated ethidium bromide efflux in Staphylococcus aureus SA-1199B harboring grlA A116E mutant at 50 uM after 5 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046272";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL1294";"QUINIDINE";"4";"324.42";"0";"3.17";"6";"C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12";"Inhibition";"'='";"31.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2049765";"Inhibition of norA-mediated ethidium bromide efflux in Staphylococcus aureus SA-1199B harboring grlA A116E mutant at 50 uM after 5 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046272";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL932";"DIPYRIDAMOLE";"4";"504.64";"2";"-0.02";"DIPYRIDAMOLE";"OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1";"Inhibition";"'='";"42.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2049765";"Inhibition of norA-mediated ethidium bromide efflux in Staphylococcus aureus SA-1199B harboring grlA A116E mutant at 50 uM after 5 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046272";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL1368161";"";"0";"284.27";"0";"2.07";"11, specs codeAG-205/11317135";"Cc1ccc([C@H]2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)o1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651168";"";"0";"293.37";"0";"3.99";"83";"CC(C)Oc1ccc(-c2cc(=O)c3ccccc3n2C)cc1";"Inhibition";"'='";"10.3";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL457110";"";"0";"241.29";"0";"2.79";"26";"NCc1ccc(NC(=O)Nc2ccccc2)cc1";"Inhibition";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1017717";"Inhibition of NorA efflux pump in Staphylococcus aureus K2361 assessed as reduction of ethidium bromide efflux at 0.5 uM for 5 mins";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1154468";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2008";"None";""
"CHEMBL2385680";"";"0";"406.57";"1";"6.19";"3h";"CCCOc1ccc(-c2cc(OCCN(C(C)C)C(C)C)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2390106";"Inhibition of wild type NorA in Staphylococcus aureus 1199 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL1651166";"";"0";"279.34";"0";"3.60";"22e";"CCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1";"Inhibition";"'='";"10.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1817147";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1811797";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
