"","Molecule.ChEMBL.ID","Molecule.Name","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties"
"54","CHEMBL148216","",0,358.39,"0","3.63","13","COc1cc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc(OC)c1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL2162181","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"56","CHEMBL422481","",0,284.31,"0","3.31","6","COc1ccc(OC)c(/C=C/C(=O)c2ccc(O)cc2)c1","Inhibition","",NA,"",NA,NA,"tde","",NA,NA,NA,NA,"False","CHEMBL2162184","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"58","CHEMBL1651007","",0,363.44,"0","4.13","42","Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)ncn3-c2ccccc2)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"60","CHEMBL3775693","",0,382.46,"0","2.87","42","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(N)CO)cc12","Inhibition","'='",100,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"61","CHEMBL3775207","",0,448.61,"1","5.74","50","CCOC(=O)c1c(C)n(Cc2ccccc2C)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",54,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"62","CHEMBL3774886","",0,448.61,"1","5.74","51","CCOC(=O)c1c(C)n(Cc2cccc(C)c2)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",70.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"63","CHEMBL3774527","",0,435.57,"0","3.80","24","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCN(C)CC3)cc12","Inhibition","'='",99.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"64","CHEMBL1509012","",0,265.31,"0","3.21","22d","COc1ccc(-c2cc(=O)c3ccccc3n2C)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"65","CHEMBL1651171","",0,322.41,"0","3.15","22h","CN(C)CCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1","Inhibition","'='",4.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"66","CHEMBL772","RESERPINE",4,608.69,"1","4.17","Reserpine","COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC","Inhibition","'='",85.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL2162179","Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 20 ug/ml by spectrofluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"67","CHEMBL3219951","",0,436.53,"0","0.84","18","CCOC(=O)C1(C)C(=O)c2cc(N)c(N3CCN(C)CC3)cc2N(C2CC2)S1(=O)=O","Inhibition","'='",25,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3226388","Inhibition of NorA efflux pump in Staphylococcus aureus SA-1199B assessed as inhibition of EtBr efflux at 50 uM","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3217728",1,"Scientific Literature","MedChemComm",2012,"None",NA
"69","CHEMBL3956740","",0,660.77,"3","6.90","14","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCCNCc3ccc(Oc4nnnn4-c4ccccc4)c(OC)c3)cc12","Inhibition","'='",100.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"70","CHEMBL3775507","",0,382.46,"0","2.87","2","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CN)cc12","Inhibition","'='",100,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"72","CHEMBL474759","",0,313.4,"0","3.78","SK-20","CCC(/C=C/C(=O)N1CCCCC1)=C\c1ccc2c(c1)OCO2","Inhibition","'='",68.85,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4311539","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured over 5 mins interval for 30 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"73","CHEMBL1630218","",0,622.08,"2","6.74","SS14-P","COc1ccc2c(Cc3ccc(-c4cc5cc([N+](=O)[O-])ccc5[nH]4)cc3)c3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL1638735","Inhibition of NorA in Staphylococcus aureus K2378 overexpressing NorA assessed as ethidium bromide uptake at 3 uM by fluorescence assay","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1629702",1,"Scientific Literature","Antimicrob. Agents Chemother.",2010,"None",NA
"74","CHEMBL2159001","",0,320.39,"0","3.39","17","CN(C)CCOc1ccc(C(=O)/C=C/c2ccc(C#N)cc2)cc1","Inhibition","",NA,"",NA,NA,"tde","",NA,NA,NA,NA,"False","CHEMBL2162184","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"75","CHEMBL2159002","",0,313.37,"0","3.66","18","CN(C)CCOc1ccc(C(=O)/C=C/c2cccc(F)c2)cc1","Inhibition","",NA,"",NA,NA,"Dose-dependent effect","",NA,NA,NA,NA,"False","CHEMBL2162198","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"77","CHEMBL141664","",0,324.38,"0","4.16","14","C=CCOc1ccc(C(=O)/C=C/c2cccc(OC)c2OC)cc1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL2162181","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"78","CHEMBL1650993","",0,345.44,"0","4.90","25, specs codeAO-548/43242435","C[C@H](O)c1cccc(NC(=O)CC(c2ccccc2)c2ccccc2)c1","Inhibition","'='",31.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"81","CHEMBL248779","",0,350.42,"0","3.56","2","COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccccc23)cc1OC","Inhibition","'='",84,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"83","CHEMBL2158993","",0,385.46,"0","3.55","20","COc1ccc(C(=O)/C=C/c2cccc(OCCN(C)C)c2)c(OC)c1OC","Inhibition","",NA,"",NA,NA,"Dose-dependent effect","",NA,NA,NA,NA,"False","CHEMBL2162198","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"84","CHEMBL1651180","",0,378.52,"1","5.41","28f","CCCOc1ccc(-c2cc(OCCN(CC)CC)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL1817275","Inhibition of wild-type norA expressing Staphylococcus aureus 1199 assessed as reduction in ciprofloxacin MIC","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"85","CHEMBL1542151","",0,349.75,"0","3.62","53","O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)S1","Inhibition","'='",15.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"89","CHEMBL2158999","",0,338.45,"0","3.59","10","CN(C)CCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1","Inhibition","'='",97.4,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL2162042","Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 10 ug/ml by spectrofluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"92","CHEMBL4563966","",0,345.83,"0","3.30","6","COC(=O)[C@@H]1CCCN1C(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","'='",80.33,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4311538","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"93","CHEMBL2385690","",0,481.64,"1","5.89","3s","CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2390107","Inhibition of NorA in Staphylococcus aureus ATCC 25923 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2384986",1,"Scientific Literature","J. Med. Chem.",2013,"None",NA
"94","CHEMBL1651169","",0,362.47,"0","4.07","22j","Cn1c(-c2ccc(OCCN3CCCCC3)cc2)cc(=O)c2ccccc21","Inhibition","'='",19.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"98","CHEMBL2385667","",0,448.56,"0","4.91","3x","CCCOc1ccc(-c2cc(OCCN3CCC4(CC3)OCCO4)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2390107","Inhibition of NorA in Staphylococcus aureus ATCC 25923 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2384986",1,"Scientific Literature","J. Med. Chem.",2013,"None",NA
"99","CHEMBL3775105","",0,434.58,"1","5.43","6f","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",98.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"100","CHEMBL3929187","",0,646.75,"3","6.51","13","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCNCc3ccc(Oc4nnnn4-c4ccccc4)c(OC)c3)cc12","Inhibition","'='",95,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"102","CHEMBL1651186","",0,468.58,"0","3.70","103","CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/OC)CCS4)c(N)cc2c1=O","Inhibition","'='",74.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"103","CHEMBL145666","",0,314.34,"0","3.31","16","COc1cc(OC)c(/C=C/C(=O)c2ccc(O)cc2)c(OC)c1","Inhibition","",NA,"",NA,NA,"Dose-dependent effect","",NA,NA,NA,NA,"False","CHEMBL2162198","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"105","CHEMBL145203","",0,341.41,"0","3.67","12","COc1ccc(C(=O)/C=C/c2cccc(N(C)C)c2)c(OC)c1OC","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL2162181","Inhibition of Staphylococcus aureus SA-1199B NorA expressed in Escherichia coli DH10B assessed as inhibition of Hoechst 33342 dye efflux at 2 ug/ml after 150 to 160 secs by spectrofluorometric analysis in presence of 50 uM Mg2+","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"107","CHEMBL276760","",0,251.29,"0","2.91","9","Cn1c(-c2ccc(O)cc2)cc(=O)c2ccccc21","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"109","CHEMBL2158995","",0,284.31,"0","3.31","3","COc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1OC","Inhibition","'='",38.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL2162041","Inhibition of norA-mediated ethidium bromide efflux in methicillin-resistant Staphylococcus aureus SA-1199B at 5 ug/ml by spectrofluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2157969",1,"Scientific Literature","Bioorg. Med. Chem.",2012,"None",NA
"113","CHEMBL1368161","",0,284.27,"0","2.07","11, specs codeAG-205/11317135","Cc1ccc([C@H]2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)o1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"114","CHEMBL1651168","",0,293.37,"0","3.99","83","CC(C)Oc1ccc(-c2cc(=O)c3ccccc3n2C)cc1","Inhibition","'='",10.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"True","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"115","CHEMBL457110","",0,241.29,"0","2.79","26","NCc1ccc(NC(=O)Nc2ccccc2)cc1","Inhibition","'='",20,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1017717","Inhibition of NorA efflux pump in Staphylococcus aureus K2361 assessed as reduction of ethidium bromide efflux at 0.5 uM for 5 mins","B","BAO_0000019","assay format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1154468",1,"Scientific Literature","Eur. J. Med. Chem.",2008,"None",NA
"116","CHEMBL2385680","",0,406.57,"1","6.19","3h","CCCOc1ccc(-c2cc(OCCN(C(C)C)C(C)C)c3ccccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2390106","Inhibition of wild type NorA in Staphylococcus aureus 1199 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2384986",1,"Scientific Literature","J. Med. Chem.",2013,"None",NA
"117","CHEMBL1651166","",0,279.34,"0","3.60","22e","CCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1","Inhibition","'='",10.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1817147","Inhibition of NorA in Staphylococcus aureus 1199B assessed as inhibition of ethidium bromide efflux at 50 uM by fluorimetry","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1811797",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
